userid	username	prompt_type	training_step	current_action	current_observation	complex_observation	test_result
208	A39Q4SNT7SRK94	MC	24	["44","MC","ák icedpilí","he will accept","I accept","she enters","she will watch","she will enter"]	she will watch	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
208	A39Q4SNT7SRK94	TPR	25	["198","TPR","ák icedpilí","he will accept"]	I accepted	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
209	AVXEDARJC5HLU	EX	7	["15","EX","ekki enpli","she enters"]	she enters	NULL	{"0":{"reference":"you will accept","user_answer":"I watched"},"1":{"reference":"you watch","user_answer":"I accepted"},"2":{"reference":"you will watch","user_answer":"I accept"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watch"},"test_correct_num":1,"test_total_num":7}
208	A39Q4SNT7SRK94	MCR	26	["156","MCR","pi melizpe","you watched","he entered","she accepts","to watch","she enters"]	he entered	{"1":{"guess":"she enters","time":16},"2":{"guess":"he entered","time":15}}	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
209	AVXEDARJC5HLU	MCR	8	["156","MCR","pi melizpe","you watched","he entered","she accepts","to watch","she enters"]	you watched	{"1":{"guess":"you watched","time":12}}	{"0":{"reference":"you will accept","user_answer":"I watched"},"1":{"reference":"you watch","user_answer":"I accepted"},"2":{"reference":"you will watch","user_answer":"I accept"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watch"},"test_correct_num":1,"test_total_num":7}
208	A39Q4SNT7SRK94	MC	27	["45","MC","ák icedpilí","he will accept","he will watch","you accepted","she accepts","to accept"]	she accepts	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
209	AVXEDARJC5HLU	EX	9	["10","EX","ekki icedpü","she accepted"]	she accepted	NULL	{"0":{"reference":"you will accept","user_answer":"I watched"},"1":{"reference":"you watch","user_answer":"I accepted"},"2":{"reference":"you will watch","user_answer":"I accept"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watch"},"test_correct_num":1,"test_total_num":7}
208	A39Q4SNT7SRK94	EX	28	["6","EX","ák icedpilí","he will accept"]	he will accept	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
209	AVXEDARJC5HLU	EX	10	["6","EX","ák icedpilí","he will accept"]	he will accept	NULL	{"0":{"reference":"you will accept","user_answer":"I watched"},"1":{"reference":"you watch","user_answer":"I accepted"},"2":{"reference":"you will watch","user_answer":"I accept"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watch"},"test_correct_num":1,"test_total_num":7}
208	A39Q4SNT7SRK94	TP	29	["166","TP","ák icedpilí","he will accept"]	He entered	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
209	AVXEDARJC5HLU	TP	11	["191","TP","ekki melü","she watched"]	she watched	NULL	{"0":{"reference":"you will accept","user_answer":"I watched"},"1":{"reference":"you watch","user_answer":"I accepted"},"2":{"reference":"you will watch","user_answer":"I accept"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watch"},"test_correct_num":1,"test_total_num":7}
208	A39Q4SNT7SRK94	EX	30	["8","EX","pi icedpizpe","you accepted"]	you accepted	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
209	AVXEDARJC5HLU	MCR	12	["119","MCR","enplil","to enter","she will enter","he accepted","you enter","she will accept"]	he accepted	{"1":{"guess":"she will accept","time":12},"2":{"guess":"she will enter","time":11},"3":{"guess":"he accepted","time":10}}	{"0":{"reference":"you will accept","user_answer":"I watched"},"1":{"reference":"you watch","user_answer":"I accepted"},"2":{"reference":"you will watch","user_answer":"I accept"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watch"},"test_correct_num":1,"test_total_num":7}
208	A39Q4SNT7SRK94	MCR	31	["109","MCR","ák icedpilí","he will accept","he will watch","you accepted","she accepts","to accept"]	to accept	{"1":{"guess":"he will watch","time":15},"2":{"guess":"you accepted","time":14},"3":{"guess":"to accept","time":13}}	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
208	A39Q4SNT7SRK94	EX	32	["17","EX","pi enplilíz","you will enter"]	you will enter	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
209	AVXEDARJC5HLU	MCR	13	["139","MCR","pi enplizpe","you entered","he accepted","he will enter","she accepted","he will accept"]	he accepted	{"1":{"guess":"he will accept","time":12},"2":{"guess":"he will enter","time":10},"3":{"guess":"he accepted","time":8}}	{"0":{"reference":"you will accept","user_answer":"I watched"},"1":{"reference":"you watch","user_answer":"I accepted"},"2":{"reference":"you will watch","user_answer":"I accept"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watch"},"test_correct_num":1,"test_total_num":7}
208	A39Q4SNT7SRK94	TPR	33	["196","TPR","ekki icedpi","she accepts"]	He accepted	NULL	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
209	AVXEDARJC5HLU	EX	14	["31","EX","ekki melü","she watched"]	she watched	NULL	{"0":{"reference":"you will accept","user_answer":"I watched"},"1":{"reference":"you watch","user_answer":"I accepted"},"2":{"reference":"you will watch","user_answer":"I accept"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watch"},"test_correct_num":1,"test_total_num":7}
208	A39Q4SNT7SRK94	MCR	34	["122","MCR","pi enpliz","you enter","she entered","she will enter","he accepts","she accepts"]	you enter	{"1":{"guess":"she accepts","time":15},"2":{"guess":"you enter","time":14}}	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
208	A39Q4SNT7SRK94	MCR	35	["152","MCR","ekki melilí","she will watch","you will enter","he will watch","she accepted","she entered"]	she will watch	{"1":{"guess":"she entered","time":16},"2":{"guess":"she will watch","time":15}}	{"0":{"reference":"you will accept","user_answer":"I accepted"},"1":{"reference":"you watch","user_answer":"She will accept"},"2":{"reference":"you will watch","user_answer":"She entered"},"3":{"reference":"he watched","user_answer":"He entered"},"4":{"reference":"I watch","user_answer":"I will accept"},"5":{"reference":"I accepted","user_answer":"He accepted"},"6":{"reference":"he watches","user_answer":"She accepted"},"test_correct_num":0,"test_total_num":7}
209	AVXEDARJC5HLU	TPR	15	["203","TPR","enplil","to enter"]	watched	NULL	{"0":{"reference":"you will accept","user_answer":"I watched"},"1":{"reference":"you watch","user_answer":"I accepted"},"2":{"reference":"you will watch","user_answer":"I accept"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watch"},"test_correct_num":1,"test_total_num":7}
209	AVXEDARJC5HLU	MCR	16	["145","MCR","melil","to watch","to accept","he will enter","I enter","she watches"]	to watch	{"1":{"guess":"I enter","time":13},"2":{"guess":"to watch","time":11}}	{"0":{"reference":"you will accept","user_answer":"I watched"},"1":{"reference":"you watch","user_answer":"I accepted"},"2":{"reference":"you will watch","user_answer":"I accept"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watch"},"test_correct_num":1,"test_total_num":7}
209	AVXEDARJC5HLU	MCR	17	["133","MCR","ák enplilí","he will enter","you will enter","I entered","you accepted","I will accept"]	you will enter	{"1":{"guess":"you accepted","time":10},"2":{"guess":"you will enter","time":9}}	{"0":{"reference":"you will accept","user_answer":"I watched"},"1":{"reference":"you watch","user_answer":"I accepted"},"2":{"reference":"you will watch","user_answer":"I accept"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watch"},"test_correct_num":1,"test_total_num":7}
209	AVXEDARJC5HLU	EX	18	["27","EX","ák melilí","he will watch"]	he will watch	NULL	{"0":{"reference":"you will accept","user_answer":"I watched"},"1":{"reference":"you watch","user_answer":"I accepted"},"2":{"reference":"you will watch","user_answer":"I accept"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watch"},"test_correct_num":1,"test_total_num":7}
209	AVXEDARJC5HLU	TPR	19	["215","TPR","ekki enplü","she entered"]	she watched	NULL	{"0":{"reference":"you will accept","user_answer":"I watched"},"1":{"reference":"you watch","user_answer":"I accepted"},"2":{"reference":"you will watch","user_answer":"I accept"},"3":{"reference":"he watched","user_answer":"he watches"},"4":{"reference":"I watch","user_answer":"I watch"},"5":{"reference":"I accepted","user_answer":"I accept"},"6":{"reference":"he watches","user_answer":"he watch"},"test_correct_num":1,"test_total_num":7}
